title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,gender,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,birthdate,oc_email,black_caucus,hispanic_caucus,freedom_caucus
Sen,Bill,,Cassidy,,,R,LA,Junior Seat,M,http://www.cassidy.senate.gov,,703 Hart Senate Office Building,C001075,69494,H8LA00017,412269,N00030245,,http://www.opencongress.org/wiki/William_Cassidy,9/28/1957,Sen.Cassidy@opencongress.org,0,0,0
Rep,Jason,,Chaffetz,,,R,UT,3,M,http://chaffetz.house.gov,https://chaffetz.house.gov/contact-me/email-me,2236 Rayburn House Office Building,C001076,103482,H8UT03089,412270,N00028958,JasonInTheHouse,http://www.opencongress.org/wiki/Jason_Chaffetz,3/26/1967,Rep.Chaffetz@opencongress.org,0,0,0
Rep,Mike,,Coffman,,,R,CO,6,M,http://coffman.house.gov,https://coffman.house.gov/contact/email-me,2443 Rayburn House Office Building,C001077,1535,H8CO06138,412271,N00024753,RepMikeCoffman,http://www.opencongress.org/wiki/Mike_Coffman,3/19/1955,Rep.Coffman@opencongress.org,0,0,0
Rep,Gerald,E.,Connolly,,,D,VA,11,M,http://connolly.house.gov,https://forms.house.gov/connolly/contact-form.shtml,2238 Rayburn House Office Building,C001078,95078,H8VA11062,412272,N00029891,GerryConnolly,http://www.opencongress.org/wiki/Gerald_Connolly,3/30/1950,Rep.Connolly@opencongress.org,0,0,0
Rep,Judy,M.,Chu,,,D,CA,27,F,http://chu.house.gov,http://chu.house.gov/connect-with-me/email-judy,2423 Rayburn House Office Building,C001080,16539,H0CA32101,412379,N00030600,RepJudyChu,http://www.opencongress.org/wiki/Judy_Chu,7/7/1953,Rep.Chu@opencongress.org,0,0,0
Rep,John,C.,Carney,,,D,DE,0,M,http://johncarney.house.gov,https://forms.house.gov/carney/webforms/email-me.shtml,1406 Longworth House Office Building,C001083,53658,H0DE01017,412407,N00030736,JohnCarneyde,http://www.opencongress.org/wiki/John_Carney,5/20/1956,Rep.Johncarney@opencongress.org,0,0,0
Rep,David,N.,Cicilline,,,D,RI,1,M,http://cicilline.house.gov,https://cicilline.house.gov/contact-me/email-me,2244 Rayburn House Office Building,C001084,7349,H0RI01073,412470,N00032019,RepCicilline,http://www.opencongress.org/wiki/David_Cicilline,7/15/1961,Rep.Cicilline@opencongress.org,0,0,0
Rep,Eric,A.,Crawford,,Rick,R,AR,1,M,http://crawford.house.gov,http://crawford.house.gov/contact/,1711 Longworth House Office Building,C001087,119208,H0AR01083,412400,N00030770,RepRickCrawford,http://www.opencongress.org/wiki/Rick_Crawford,1/22/1966,Rep.Crawford@opencongress.org,0,0,0
Sen,Chris,Andrew,Coons,,,D,DE,Junior Seat,M,https://www.coons.senate.gov,http://www.coons.senate.gov/contact/,127a Russell Senate Office Building,C001088,122834,S0DE00092,412390,N00031820,SenCoonsOffice,http://www.opencongress.org/wiki/Chris_Coons,9/9/1963,Sen.Coons@opencongress.org,0,0,0
Rep,Matthew,A.,Cartwright,,,D,PA,17,M,http://cartwright.house.gov,https://cartwrightforms.house.gov/forms/writeyourrep/,1419 Longworth House Office Building,C001090,136236,H2PA17079,412571,N00034128,RepCartwright,,5/1/1961,Rep.Cartwright@opencongress.org,0,0,0
Rep,Joaquin,,Castro,,,D,TX,20,M,http://castro.house.gov,https://castro.house.gov/contact/email-me,212 Cannon House Office Building,C001091,49227,H2TX35011,412576,N00033316,JoaquinCastrotx,,9/16/1974,Rep.Castro@opencongress.org,0,1,0
Rep,Chris,,Collins,,,R,NY,27,M,http://chriscollins.house.gov,https://chriscollins.house.gov/contact/email-me,1117 Longworth House Office Building,C001092,139770,H8NY29032,412563,N00001285,RepChrisCollins,,5/20/1950,Rep.Chriscollins@opencongress.org,0,0,0
Rep,Doug,,Collins,,,R,GA,9,M,http://dougcollins.house.gov,https://dougcollins.house.gov/email-me,1504 Longworth House Office Building,C001093,67851,H2GA09150,412531,N00033518,RepDougCollins,,8/16/1966,Rep.Dougcollins@opencongress.org,0,0,0
Rep,Paul,,Cook,,,R,CA,8,M,http://cook.house.gov,https://cook.house.gov/contact/email-me,1222 Longworth House Office Building,C001094,58121,H2CA08164,412513,N00034224,RepPaulCook,,3/3/1943,Rep.Cook@opencongress.org,0,0,0
Sen,Tom,,Cotton,,,R,AR,Junior Seat,M,https://www.cotton.senate.gov,,124 Russell Senate Office Building,C001095,135651,H2AR04083,412508,N00033363,SenTomCotton,,5/13/1977,Sen.Cotton@opencongress.org,0,0,0
Rep,Kevin,,Cramer,,,R,ND,0,M,http://cramer.house.gov,https://cramer.house.gov/contact/email-me,1032 Longworth House Office Building,C001096,444,H0ND01026,412555,N00004614,RepKevinCramer,,1/21/1961,Rep.Cramer@opencongress.org,0,0,0
Rep,Tony,,Cárdenas,,,D,CA,29,M,http://cardenas.house.gov,https://cardenas.house.gov/contact/email-me,1510 Longworth House Office Building,C001097,9754,H2CA28113,412517,N00033373,RepCardenas,,3/31/1963,Rep.Cardenas@opencongress.org,0,1,0
Sen,Ted,,Cruz,,,R,TX,Junior Seat,M,https://www.cruz.senate.gov,http://www.cruz.senate.gov/?p=email_senator,404 Russell Senate Office Building,C001098,135705,S2TX00312,412573,N00033085,SenTedCruz,,12/22/1970,Sen.Cruz@opencongress.org,0,0,0
Rep,Katherine,M.,Clark,,,D,MA,5,F,https://katherineclark.house.gov,https://katherineclark.house.gov/index.cfm/email-me,1721 Longworth House Office Building,C001101,35858,H4MA05084,412600,N00035278,RepKClark,,7/17/1963,Rep.Katherineclark@opencongress.org,0,0,0
Rep,Curtis,,Clawson,,Curt,R,FL,19,M,http://clawson.house.gov,,228 Cannon House Office Building,C001102,148899,H4FL19074,412604,N00035854,RepCurtClawson,,9/28/1959,Rep.Clawson@opencongress.org,0,0,1
Rep,Buddy,,Carter,,,R,GA,1,M,http://buddycarter.house.gov,,432 Cannon House Office Building,C001103,,H4GA01039,412622,N00035346,RepBuddyCarter,,9/6/1957,Rep.Buddycarter@opencongress.org,0,0,0
Rep,Barbara,,Comstock,,,R,VA,10,F,https://comstock.house.gov,,226 Cannon House Office Building,C001105,,H4VA10089,412658,N00036023,RepComstock,,6/30/1959,Rep.Comstock@opencongress.org,0,0,0
Rep,Ryan,,Costello,,,R,PA,6,M,https://costello.house.gov,,427 Cannon House Office Building,C001106,,H0PA06076,412651,N00031064,RepRyanCostello,,9/7/1976,Rep.Costello@opencongress.org,0,0,0
Rep,Carlos,,Curbelo,,,R,FL,26,M,http://curbelo.house.gov,,1429 Longworth House Office Building,C001107,,H4FL26038,412621,N00035403,RepCurbelo,,3/1/1980,Rep.Curbelo@opencongress.org,0,0,0
Rep,Danny,K.,Davis,,,D,IL,7,M,http://davis.house.gov,https://davis.house.gov/email-me,2159 Rayburn House Office Building,D000096,233,H4IL07037,400093,N00004884,RepDannyDavis,http://www.opencongress.org/wiki/Danny_Davis,9/6/1941,Rep.Davis@opencongress.org,1,0,0
Rep,Peter,A.,DeFazio,,,D,OR,4,M,http://defazio.house.gov,https://defazio.house.gov/contact/email-me,2134 Rayburn House Office Building,D000191,27037,H6OR04047,400100,N00007781,RepPeterDeFazio,http://www.opencongress.org/wiki/Peter_DeFazio,5/27/1947,Rep.Defazio@opencongress.org,0,0,0
Rep,Diana,L.,DeGette,,,D,CO,1,F,http://degette.house.gov,https://degette.house.gov/contact/send-me-an-email/email-me,2368 Rayburn House Office Building,D000197,561,H6CO01141,400101,N00006134,RepDianaDeGette,http://www.opencongress.org/wiki/Diana_DeGette,7/29/1957,Rep.Degette@opencongress.org,0,0,0
Rep,Rosa,L.,DeLauro,,,D,CT,3,F,http://delauro.house.gov,https://forms.house.gov/delauro/webforms/contact_form_email.shtml,2413 Rayburn House Office Building,D000216,26788,H0CT03072,400103,N00000615,RosaDeLauro,http://www.opencongress.org/wiki/Rosa_DeLauro,3/2/1943,Rep.Delauro@opencongress.org,0,0,0
Rep,Lloyd,A.,Doggett,,,D,TX,35,M,http://doggett.house.gov,https://forms.house.gov/doggett/webforms/issue_subscribe.htm,2307 Rayburn House Office Building,D000399,21689,H4TX10028,400111,N00006023,RepLloydDoggett,http://www.opencongress.org/wiki/Lloyd_Doggett,10/6/1946,Rep.Doggett@opencongress.org,0,0,0
Rep,Michael,F.,Doyle,Jr.,Mike,D,PA,14,M,http://doyle.house.gov,https://doyle.house.gov/contact-me/email-me,239 Cannon House Office Building,D000482,21853,H4PA18131,400114,N00001373,USRepMikeDoyle,http://www.opencongress.org/wiki/Michael_Doyle,8/5/1953,Rep.Doyle@opencongress.org,0,0,0
Rep,John,J.,Duncan,Jr.,Jimmy,R,TN,2,M,http://duncan.house.gov,https://duncan.house.gov/contact-me/email-me,2207 Rayburn House Office Building,D000533,27069,H8TN02069,400116,N00003209,RepJohnDuncanJr,http://www.opencongress.org/wiki/John_Duncan,7/21/1947,Rep.Duncan@opencongress.org,0,0,0
Sen,Richard,J.,Durbin,,,D,IL,Senior Seat,M,http://www.durbin.senate.gov,http://www.durbin.senate.gov/public/index.cfm/contact,711 Hart Senate Office Building,D000563,26847,S6IL00151,300038,N00004981,SenatorDurbin,http://www.opencongress.org/wiki/Richard_Durbin,11/21/1944,Sen.Durbin@opencongress.org,0,0,0
Rep,Susan,A.,Davis,,,D,CA,53,F,http://susandavis.house.gov,https://susandavisforms.house.gov/forms/writeyourrep/,1214 Longworth House Office Building,D000598,8168,H0CA49055,400097,N00009604,RepSusanDavis,http://www.opencongress.org/wiki/Susan_Davis,4/13/1944,Rep.Susandavis@opencongress.org,0,0,0
Rep,Mario,,Diaz-Balart,,,R,FL,25,M,http://mariodiazbalart.house.gov,http://mariodiazbalart.house.gov/contact-mario/write-rep-diaz-balart,440 Cannon House Office Building,D000600,24312,H2FL25018,400108,N00025337,MarioDB,http://www.opencongress.org/wiki/Mario_Diaz-Balart,9/25/1961,Rep.Mariodiazbalart@opencongress.org,0,0,0
Rep,Charles,W.,Dent,,,R,PA,15,M,https://dent.house.gov,https://dent.house.gov/?p=ContactForm,2211 Rayburn House Office Building,D000604,9121,H4PA15087,400648,N00026171,,http://www.opencongress.org/wiki/Charles_Dent,5/24/1960,Rep.Dent@opencongress.org,0,0,0
Sen,Joe,,Donnelly,,,D,IN,Junior Seat,M,http://www.donnelly.senate.gov,http://www.donnelly.senate.gov/contact/email-joe,720 Hart Senate Office Building,D000607,34212,H4IN02101,412205,N00026586,SenDonnelly,http://www.opencongress.org/wiki/Joe_Donnelly,9/28/1955,Sen.Donnelly@opencongress.org,0,0,0
Rep,Theodore,E.,Deutch,,,D,FL,21,M,http://teddeutch.house.gov,https://teddeutch.house.gov/forms/writeyourrep/default.aspx,2447 Rayburn House Office Building,D000610,67151,H0FL19080,412385,N00031317,RepTedDeutch,http://www.opencongress.org/wiki/Ted_Deutch,5/7/1966,Rep.Teddeutch@opencongress.org,0,0,0
Rep,Jeff,,Denham,,,R,CA,10,M,http://denham.house.gov,https://denham.house.gov/contact-me/email-me,1730 Longworth House Office Building,D000612,28769,H0CA19173,412403,N00031593,RepJeffDenham,http://www.opencongress.org/wiki/Jeff_Denham,7/29/1967,Rep.Denham@opencongress.org,0,0,0
Rep,Bob,,Dold,,,R,IL,10,M,https://dold.house.gov,,221 Cannon House Office Building,D000613,116548,H0IL10302,412420,N00031103,RepDold,http://www.opencongress.org/wiki/Robert_Dold,6/23/1969,Rep.Dold@opencongress.org,0,0,0
Rep,Sean,P.,Duffy,,,R,WI,7,M,https://duffy.house.gov,http://duffy.house.gov/contact,1208 Longworth House Office Building,D000614,126238,H0WI07051,412488,N00030967,RepSeanDuffy,http://www.opencongress.org/wiki/Sean_Duffy,10/3/1971,Rep.Duffy@opencongress.org,0,0,0
Rep,Jeff,,Duncan,,,R,SC,3,M,http://jeffduncan.house.gov,https://jeffduncan.house.gov/contact-me/email-me,106 Cannon House Office Building,D000615,47967,H0SC03077,412472,N00030752,RepJeffDuncan,http://www.opencongress.org/wiki/Jeff_Duncan,1/7/1966,Rep.Jeffduncan@opencongress.org,0,0,1
Rep,Scott,,DesJarlais,,,R,TN,4,M,https://desjarlais.house.gov,http://desjarlais.house.gov/contact/email-me,413 Cannon House Office Building,D000616,123473,H0TN04195,412477,N00030957,DesJarlaisTN04,http://www.opencongress.org/wiki/Scott_Desjarlais,2/21/1964,Rep.Desjarlais@opencongress.org,0,0,1
Rep,Suzan,K.,DelBene,,,D,WA,1,F,http://delbene.house.gov,http://delbene.house.gov/contact-me/email-me,318 Cannon House Office Building,D000617,126272,H0WA08046,412505,N00030693,RepDelBene,,2/17/1962,Rep.Delbene@opencongress.org,0,0,0
Sen,Steve,,Daines,,,R,MT,Junior Seat,M,https://www.daines.senate.gov,,320 Hart Senate Office Building,D000618,135720,H2MT01060,412549,N00033054,SteveDaines,,8/20/1962,Sen.Daines@opencongress.org,0,0,0
Rep,Rodney,,Davis,,,R,IL,13,M,http://rodneydavis.house.gov,https://rodneydavisforms.house.gov/contact/,1740 Longworth House Office Building,D000619,9622,H2IL13120,412536,N00034784,RodneyDavis,,1/5/1970,Rep.Rodneydavis@opencongress.org,0,0,0
Rep,John,K.,Delaney,,,D,MD,6,M,http://delaney.house.gov,https://delaney.house.gov/contact/email-me,1632 Longworth House Office Building,D000620,135143,H2MD06195,412544,N00033897,RepJohnDelaney,,4/16/1963,Rep.Delaney@opencongress.org,0,0,0
Rep,Ron,,DeSantis,,,R,FL,6,M,http://desantis.house.gov,https://desantis.house.gov/contact/email-me,308 Cannon House Office Building,D000621,137630,H2FL00292,412526,N00034746,RepDeSantis,,9/14/1978,Rep.Desantis@opencongress.org,0,0,1
Rep,Tammy,,Duckworth,,,D,IL,8,F,http://duckworth.house.gov,https://duckworth.house.gov/contact/email-me,104 Cannon House Office Building,D000622,57442,H6IL06141,412533,N00027860,RepDuckworth,,3/12/1968,Rep.Duckworth@opencongress.org,0,0,0
Rep,Mark,,DeSaulnier,,,D,CA,11,M,https://desaulnier.house.gov,,327 Cannon House Office Building,D000623,,H0CA10073,412613,N00030709,RepDeSaulnier,,3/31/1952,Rep.Desaulnier@opencongress.org,0,0,0
Rep,Debbie,,Dingell,,,D,MI,12,F,https://debbiedingell.house.gov,,116 Cannon House Office Building,D000624,,H4MI12079,412637,N00036149,RepDebDingell,,11/23/1953,Rep.Debbiedingell@opencongress.org,0,0,0
Rep,Daniel,M.,Donovan,Jr.,,R,NY,11,M,https://donovan.house.gov,,1725 Longworth House Office Building,D000625,127760,H6NY11174,412672,N00036928,RepDanDonovan,,11/6/1956,Rep.Donovan@opencongress.org,0,0,0
Rep,Warren,,Davidson,,,R,OH,8,M,,,1011 Longworth House Office Building,D000626,166760,H6OH08315,412675,N00038767,,,3/1/1970,,0,0,0
Rep,Eliot,L.,Engel,,,D,NY,16,M,http://engel.house.gov,https://engel.house.gov/write-your-rep1,2462 Rayburn House Office Building,E000179,26972,H8NY19058,400122,N00001003,RepEliotEngel,http://www.opencongress.org/wiki/Eliot_Engel,2/18/1947,Rep.Engel@opencongress.org,0,0,0
Rep,Anna,G.,Eshoo,,,D,CA,18,F,http://eshoo.house.gov,https://eshoo.house.gov/email-me/,241 Cannon House Office Building,E000215,26741,H8CA12098,400124,N00007335,RepAnnaEshoo,http://www.opencongress.org/wiki/Anna_Eshoo,12/13/1942,Rep.Eshoo@opencongress.org,0,0,0
Sen,Michael,B.,Enzi,,,R,WY,Senior Seat,M,http://www.enzi.senate.gov,http://www.enzi.senate.gov/public/index.cfm/contact?p=e-mail-senator-enzi,379a Russell Senate Office Building,E000285,558,S6WY00126,300041,N00006249,SenatorEnzi,http://www.opencongress.org/wiki/Michael_Enzi,2/1/1944,Sen.Enzi@opencongress.org,0,0,0
Rep,Keith,Maurice,Ellison,,,D,MN,5,M,http://ellison.house.gov,http://ellison.house.gov/contact,2263 Rayburn House Office Building,E000288,38982,H6MN05183,412215,N00028257,KeithEllison,http://www.opencongress.org/wiki/Keith_Ellison,8/4/1963,Rep.Ellison@opencongress.org,1,0,0
Rep,Donna,F.,Edwards,,,D,MD,4,F,http://donnaedwards.house.gov,https://forms.house.gov/formdonnaedwards/issue_subscribe.shtml,2445 Rayburn House Office Building,E000290,65085,H6MD04183,412263,N00028249,RepDonnaEdwards,http://www.opencongress.org/wiki/Donna_Edwards,6/28/1958,Rep.Donnaedwards@opencongress.org,1,0,0
Rep,Renee,L.,Ellmers,,,R,NC,2,F,http://ellmers.house.gov,https://ellmersforms.house.gov/contact-us1,1210 Longworth House Office Building,E000291,120897,H0NC02059,412457,N00031513,RepReneeEllmers,http://www.opencongress.org/wiki/Renee_Ellmers,2/9/1964,Rep.Ellmers@opencongress.org,0,0,0
Rep,Elizabeth,H.,Esty,,,D,CT,5,F,http://esty.house.gov,http://esty.house.gov/contact,405 Cannon House Office Building,E000293,72826,H2CT05131,412524,N00033217,RepEsty,,8/25/1959,Rep.Esty@opencongress.org,0,0,0
Rep,Tom,,Emmer,,,R,MN,6,M,https://emmer.house.gov,,503 Cannon House Office Building,E000294,,H4MN06087,412639,N00035440,RepTomEmmer,,3/3/1961,Rep.Emmer@opencongress.org,0,0,0
Sen,Joni,,Ernst,,,R,IA,Junior Seat,F,http://www.ernst.senate.gov/public,,111 Russell Senate Office Building,E000295,,S4IA00129,412667,N00035483,SenJoniErnst,,7/1/1970,Sen.Ernst@opencongress.org,0,0,0
Rep,Sam,,Farr,,,D,CA,20,M,http://farr.house.gov,https://forms.house.gov/farr/webforms/issue_subscribe.html,1126 Longworth House Office Building,F000030,26745,H4CA17021,400129,N00007312,RepSamFarr,http://www.opencongress.org/wiki/Sam_Farr,7/4/1941,Rep.Farr@opencongress.org,0,0,0
Sen,Dianne,,Feinstein,,,D,CA,Senior Seat,F,http://www.feinstein.senate.gov,https://www.feinstein.senate.gov/public/index.cfm/e-mail-me,331 Hart Senate Office Building,F000062,53273,S0CA00199,300043,N00007364,SenFeinstein,http://www.opencongress.org/wiki/Dianne_Feinstein,6/22/1933,Sen.Feinstein@opencongress.org,0,0,0
Rep,Rodney,P.,Frelinghuysen,,,R,NJ,11,M,http://frelinghuysen.house.gov,https://frelinghuysenforms.house.gov/contact-form,2306 Rayburn House Office Building,F000372,22177,H2NJ05014,400142,N00000684,USRepRodney,http://www.opencongress.org/wiki/Rodney_Frelinghuysen,4/29/1946,Rep.Frelinghuysen@opencongress.org,0,0,0
Sen,Jeff,,Flake,,,R,AZ,Junior Seat,M,http://www.flake.senate.gov,http://www.flake.senate.gov/contact.cfm,413 Russell Senate Office Building,F000444,28128,H0AZ01184,400134,N00009573,JeffFlake,http://www.opencongress.org/wiki/Jeff_Flake,12/31/1962,Sen.Flake@opencongress.org,0,0,0
Rep,J.,Randy,Forbes,,,R,VA,4,M,http://forbes.house.gov,https://forbes.house.gov/contact/contactform.htm,2135 Rayburn House Office Building,F000445,5146,H2VA04052,400137,N00013799,Randy_Forbes,http://www.opencongress.org/wiki/James_Randy_Forbes,2/17/1952,Rep.Forbes@opencongress.org,0,0,0
Rep,Trent,,Franks,,,R,AZ,8,M,http://franks.house.gov,https://franks.house.gov/contact-me/email-me,2435 Rayburn House Office Building,F000448,28399,H4AZ04024,400141,N00006423,RepTrentFranks,http://www.opencongress.org/wiki/Trent_Franks,6/19/1957,Rep.Franks@opencongress.org,0,0,1
Rep,Jeff,Lane,Fortenberry,,,R,NE,1,M,https://fortenberry.house.gov,https://fortenberry.house.gov/contact-me1,1514 Longworth House Office Building,F000449,41929,H4NE01064,400640,N00026631,JeffFortenberry,http://www.opencongress.org/wiki/Jeff_Fortenberry,12/27/1960,Rep.Fortenberry@opencongress.org,0,0,0
Rep,Virginia,,Foxx,,,R,NC,5,F,http://foxx.house.gov,https://foxx.house.gov/forms/writeyourrep/?zip5=&zip4=,2350 Rayburn House Office Building,F000450,6051,H4NC05146,400643,N00026166,VirginiaFoxx,http://www.opencongress.org/wiki/Virginia_Foxx,6/29/1943,Rep.Foxx@opencongress.org,0,0,0
Rep,Michael,G.,Fitzpatrick,,,R,PA,8,M,http://fitzpatrick.house.gov,https://fitzpatrick.house.gov/contact-me/email-me,2400 Rayburn House Office Building,F000451,46971,H4PA08074,400646,N00027229,RepFitzpatrick,http://www.opencongress.org/wiki/Michael_Fitzpatrick,6/28/1963,Rep.Fitzpatrick@opencongress.org,0,0,0
Rep,Bill,,Foster,,,D,IL,11,M,http://foster.house.gov,https://foster.house.gov/contact/email-me,1224 Longworth House Office Building,F000454,101632,H8IL14067,412257,N00029139,RepBillFoster,http://www.opencongress.org/wiki/Bill_Foster,10/7/1955,Rep.Foster@opencongress.org,0,0,0
Rep,Marcia,L.,Fudge,,,D,OH,11,F,http://fudge.house.gov,https://fudgeforms.house.gov/contact-form,2344 Rayburn House Office Building,F000455,110640,H8OH11141,412327,N00030490,RepMarciaFudge,http://www.opencongress.org/wiki/Marcia_Fudge,10/29/1952,Rep.Fudge@opencongress.org,1,0,0
Rep,John,,Fleming,,,R,LA,4,M,http://fleming.house.gov,https://fleming.house.gov/contact/contactform.htm,2182 Rayburn House Office Building,F000456,108811,H8LA04225,412275,N00029679,RepFleming,http://www.opencongress.org/wiki/John_Fleming,7/5/1951,Rep.Fleming@opencongress.org,0,0,1
Sen,Alan,Stuart,Franken,,Al,D,MN,Junior Seat,M,https://www.franken.senate.gov,http://www.franken.senate.gov/?p=email_al,309 Hart Senate Office Building,F000457,108924,S8MN00438,412378,N00029016,SenFranken,http://www.opencongress.org/wiki/Al_Franken,5/21/1951,Sen.Franken@opencongress.org,0,0,0
Rep,Stephen,Lee,Fincher,,,R,TN,8,M,http://fincher.house.gov,https://fincher.house.gov/contact/email-me#.U06uR_ldWVo,2452 Rayburn House Office Building,F000458,124659,H0TN08246,412479,N00031141,RepFincherTN08,http://www.opencongress.org/wiki/Stephen_Fincher,2/7/1973,Rep.Fincher@opencongress.org,0,0,0
Rep,Charles,J.,Fleischmann,,Chuck,R,TN,3,M,http://fleischmann.house.gov,https://fleischmann.house.gov/contact-me/email-me,230 Cannon House Office Building,F000459,123456,H0TN03254,412476,N00030815,RepChuck,http://www.opencongress.org/wiki/Chuck_Fleischmann,10/11/1962,Rep.Fleischmann@opencongress.org,0,0,0
Rep,Blake,,Farenthold,,,R,TX,27,M,http://farenthold.house.gov,http://farentholdforms.house.gov/contact/email.htm,1027 Longworth House Office Building,F000460,116919,H0TX27061,412482,N00031672,Farenthold,http://www.opencongress.org/wiki/Blake_Farenthold,12/12/1961,Rep.Farenthold@opencongress.org,0,0,0
Rep,Bill,,Flores,,,R,TX,17,M,http://flores.house.gov,https://billflores.house.gov/contact/,1030 Longworth House Office Building,F000461,116906,H0TX17104,412480,N00031545,RepBillFlores,http://www.opencongress.org/wiki/Bill_Flores,2/25/1954,Rep.Flores@opencongress.org,0,0,0
Rep,Lois,,Frankel,,,D,FL,22,F,http://frankel.house.gov,https://frankel.house.gov/contact/email-me,1037 Longworth House Office Building,F000462,8102,H2FL14053,412529,N00002893,RepLoisFrankel,,5/16/1948,Rep.Frankel@opencongress.org,0,0,0
Sen,Deb,,Fischer,,,R,NE,Senior Seat,F,http://www.fischer.senate.gov,http://www.fischer.senate.gov/public/?p=email-deb,454 Russell Senate Office Building,F000463,41963,S2NE00094,412556,N00033443,SenatorFischer,,3/1/1951,Sen.Fischer@opencongress.org,0,0,0
Rep,Bob,W.,Goodlatte,,,R,VA,6,M,http://goodlatte.house.gov,http://goodlatte.house.gov/contacts/new,2309 Rayburn House Office Building,G000289,27116,H2VA06115,400154,N00009154,RepGoodlatte,http://www.opencongress.org/wiki/Robert_Goodlatte,9/22/1952,Rep.Goodlatte@opencongress.org,0,0,0
Sen,Lindsey,O.,Graham,,,R,SC,Senior Seat,M,http://www.lgraham.senate.gov/public,http://www.lgraham.senate.gov/public/index.cfm?FuseAction=Contact.EmailSenatorGraham,290 Russell Senate Office Building,G000359,21992,S0SC00149,300047,N00009975,GrahamBlog,http://www.opencongress.org/wiki/Lindsey_Graham,7/9/1955,Sen.Lgraham@opencongress.org,0,0,0
Rep,Kay,,Granger,,,R,TX,12,F,http://kaygranger.house.gov,http://kaygranger.house.gov/contact-kay/email-me,1026 Longworth House Office Building,G000377,334,H6TX12060,400157,N00008799,RepKayGranger,http://www.opencongress.org/wiki/Kay_Granger,1/18/1943,Rep.Kaygranger@opencongress.org,0,0,0
Sen,Charles,E.,Grassley,,Chuck,R,IA,Senior Seat,M,http://www.grassley.senate.gov,http://www.grassley.senate.gov/constituents/questions-and-comments,135 Hart Senate Office Building,G000386,53293,S0IA00028,300048,N00001758,ChuckGrassley,http://www.opencongress.org/wiki/Charles_Grassley,9/17/1933,Sen.Grassley@opencongress.org,0,0,0
Rep,Gene,Eugene,Green,,,D,TX,29,M,https://green.house.gov,https://green.house.gov/contact-me/email-me,2470 Rayburn House Office Building,G000410,27100,H2TX29030,400160,N00005870,RepGeneGreen,http://www.opencongress.org/wiki/Raymond_Green,10/17/1947,Rep.Green@opencongress.org,0,0,0
Rep,Luis,V.,Gutiérrez,,,D,IL,4,M,http://gutierrez.house.gov,http://gutierrezforms.house.gov/contact/,2408 Rayburn House Office Building,G000535,26841,H2IL08039,400163,N00004874,LuisGutierrez,http://www.opencongress.org/wiki/Luis_Gutierrez,12/10/1953,Rep.Gutierrez@opencongress.org,0,1,0
Rep,Sam,B.,Graves,,,R,MO,6,M,https://graves.house.gov,https://gravesforms.house.gov/email-sam,1415 Longworth House Office Building,G000546,9425,H0MO06073,400158,N00013323,RepSamGraves,http://www.opencongress.org/wiki/Samuel_Graves,11/7/1963,Rep.Graves@opencongress.org,0,0,0
Rep,Scott,,Garrett,,,R,NJ,5,M,http://garrett.house.gov,https://garrettforms.house.gov/forms/writeyourrep/?zip5=07452&zip4=3321,2232 Rayburn House Office Building,G000548,4430,H8NJ05052,400145,N00000743,RepGarrett,http://www.opencongress.org/wiki/E._Scott_Garrett,7/9/1959,Rep.Garrett@opencongress.org,0,0,1
Rep,Raúl,M.,Grijalva,,,D,AZ,3,M,http://grijalva.house.gov,https://grijalvaforms.house.gov/email-raul,1511 Longworth House Office Building,G000551,28253,H2AZ07070,400162,N00025284,RepraulGrijalva,http://www.opencongress.org/wiki/Raul_Grijalva,2/19/1948,Rep.Grijalva@opencongress.org,0,1,0
Rep,Louie,B.,Gohmert,Jr.,,R,TX,1,M,http://gohmert.house.gov,http://gohmert.house.gov/contact/,2243 Rayburn House Office Building,G000552,50029,H4TX04039,400651,N00026148,RepLouieGohmert,http://www.opencongress.org/wiki/Louis_Gohmert,8/18/1953,Rep.Gohmert@opencongress.org,0,0,0
Rep,Al,,Green,,,D,TX,9,M,http://algreen.house.gov,https://algreen.house.gov/contact-me/email-me,2347 Rayburn House Office Building,G000553,49680,H4TX09095,400653,N00026686,RepAlGreen,http://www.opencongress.org/wiki/Al_Green,9/1/1947,Rep.Algreen@opencongress.org,1,0,0
Sen,Kirsten,E.,Gillibrand,,,D,NY,Junior Seat,F,http://www.gillibrand.senate.gov,http://www.gillibrand.senate.gov/contact/,478 Russell Senate Office Building,G000555,65147,H6NY20167,412223,N00027658,SenGillibrand,http://www.opencongress.org/wiki/Kirsten_Gillibrand,12/9/1966,Sen.Gillibrand@opencongress.org,0,0,0
Rep,Alan,,Grayson,,,D,FL,9,M,http://grayson.house.gov,https://grayson.house.gov/contact/email-me,303 Cannon House Office Building,G000556,68184,H6FL08213,412276,N00028418,,http://www.opencongress.org/wiki/Alan_Grayson,3/13/1958,Rep.Grayson@opencongress.org,0,0,0
